label,predicted_label,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,Q1_Mean,Q1_Std,Q1_Max,Q1_Min,Q2_Mean,Q2_Std,Q2_Max,Q2_Min,Q3_Mean,Q3_Std,Q3_Max,Q3_Min,Q4_Mean,Q4_Std,Q4_Max,Q4_Min,MF1,MF2,MF3,MF4,MF5,MF6,MF7,MF8,MF9,MF10,MF11,MF12,MF13,MF14,MF15,MF16,MF17,MF18,MF19,MF20,MF21,MF22,MF23,MF24,CL1,CL2,CL3,CL4,CL5,CL6,CL7,CL8,CL9,CL10,CL11,CL12,CL13,CL14,CL15,CL16,CL17,CL18,CL19,CL20,CL21,CL22,CL23,CL24,CL25,CL26,CL27,CL28,CL29,CL30,CL31,CL32,CL33,CL34,CL35,CL36,CL37,CL38,CL39,CL40,CL41,CL42,CL43,CL44,CL45,CL46,CL47,CL48,CL49,CL50,year,age_20s,age_30s,age_40s,age_50s,gender_female,gender_male,"kinmu_ICU/CCU/HCU/NICU;day service, work facility",kinmu_company healthcare,kinmu_company nurse,kinmu_dermatology,kinmu_dialysis room,kinmu_emergency care,kinmu_emergency care;ICU/CCU/HCU/NICU,kinmu_home nursing,kinmu_home nursing station,kinmu_internal medicine,kinmu_medical call center,kinmu_obstetrics,kinmu_obstetrics and gynecology,kinmu_operating room,kinmu_pediatrics,kinmu_psychiatry,kinmu_rehabilitation,kinmu_surgery,kinmu_surgery;internal medicine,kinmu_surgery;internal medicine;orthopedics,kinmu_terminal care (end-of-life);surgery;internal medicine,kinmu_theme park first aid station,non-active,active,sleep,bath,alone,eat,travel,shopping,slowlife,sports,hobby,movie,family,friend,cry,sing,gap_1,gap_2,gap_3,gap_4
1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,250.0,51.0,285.0,146.0,1665.0,925.0,507.0,293.0,334.0,3554.0,4018.0,28.0,114.0,259.0,198.0,33.0,165.0,0.0,1.33333333333333,3.2659863237109,8.0,0.0,553.666666666667,625.493618406029,1665.0,51.0,1455.66666666667,1817.50847774272,4018.0,28.0,128.166666666667,99.0301300951719,259.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,2.0,3356.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,10.0,38.0,136.0,715.0,2281.0,2354.0,83.0,0.0,25.0,2620.0,52.0,2382.0,469.0,579.166666666667,1361.19747526458,3356.0,0.0,12.3333333333333,25.6255081250434,64.0,0.0,934.5,1099.3261117612,2354.0,38.0,924.666666666667,1235.44027239955,2620.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
1.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,3282.0,2110.0,1975.0,1250.0,3017.0,908.0,1429.0,1646.0,1519.0,1595.0,1937.0,119.0,285.0,807.0,0.0,0.0,20.1666666666667,49.3980431461274,121.0,0.0,1469.0,1247.22026923876,3282.0,0.0,1685.66666666667,704.366855173259,3017.0,908.0,524.666666666667,754.579794764389,1937.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.6666666666666665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
1.0,0.0,0.0,0.0,0.0,0.0,898.0,122.0,40.0,0.0,622.0,1766.0,291.0,1950.0,3024.0,733.0,1452.0,1077.0,2379.0,1197.0,74.0,76.0,1274.0,112.0,104.0,108.0,170.0,359.968887544465,898.0,0.0,778.166666666667,867.313188338945,1950.0,0.0,1643.66666666667,875.523538613707,3024.0,733.0,291.333333333333,481.684820880487,1274.0,74.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
1.0,0.0,307.0,349.0,1329.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,123.0,1378.0,1962.0,2218.0,1201.0,690.0,1632.0,68.0,0.0,265.0,372.0,492.543602130816,1329.0,0.0,0.0,0.0,0.0,0.0,949.666666666667,1026.8465643253,2218.0,0.0,642.666666666667,660.098679491685,1632.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
1.0,0.0,471.0,484.0,0.0,14.0,2.0,889.0,1351.0,1594.0,1109.0,2790.0,716.0,118.0,14.0,184.0,907.0,501.0,738.0,1266.0,1258.0,229.0,713.0,667.0,342.0,44.0,310.0,366.065021546719,889.0,0.0,1279.66666666667,903.473002732603,2790.0,118.0,601.666666666667,465.4213861294591,1266.0,14.0,542.166666666667,434.394943187264,1258.0,44.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1814.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,2246.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.833333333333,739.836310724654,1814.0,0.0,98.8333333333333,242.091236245071,593.0,0.0,385.5,911.849055491094,2246.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1648.0,0.0,0.0,8.0,0.0,0.0,14.0,0.0,0.0,0.0,25.0,2662.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,672.147602837353,1648.0,0.0,6.5,10.6536378763313,25.0,0.0,499.666666666667,1067.81452821483,2662.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.0,1667.0,561.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.833333333333,688.885597662389,1689.0,0.0,168.833333333333,413.555518239893,1013.0,0.0,375.166666666667,670.766551541344,1667.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1034.0,261.0,353.0,2259.0,479.0,17.0,0.0,0.0,51.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.333333333333,397.138598812388,1034.0,0.0,467.666666666667,897.010516474956,2259.0,0.0,3.0,7.348469228349529,18.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,14.0,1135.0,147.0,184.0,41.0,585.0,1362.0,1097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.666666666667,449.885615091955,1135.0,0.0,544.833333333333,575.352906194682,1362.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1688.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.0,1718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.666666666667,688.002810071781,1688.0,0.0,167.166666666667,409.473035335255,1003.0,0.0,286.333333333333,701.370563016917,1718.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1767.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,1394.0,1062.0,1263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.833333333333,721.211873631228,1767.0,0.0,234.166666666667,568.217006667934,1394.0,0.0,387.5,603.668037914879,1263.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1676.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2544.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,683.419344180423,1676.0,0.0,0.0,0.0,0.0,0.0,512.166666666667,1017.63341467675,2544.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,806.0,920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1878.0,877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.666666666667,447.106996888515,920.0,0.0,0.0,0.0,0.0,0.0,459.166666666667,778.58960092379,1878.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,387.0,1149.0,59.0,31.0,201.0,0.0,0.0,0.0,0.0,6.0,1175.0,699.0,42.0,0.0,9.0,1.66666666666667,4.08248290463863,10.0,0.0,325.5,439.52553964474,1149.0,0.0,38.6666666666667,80.4876802167056,201.0,0.0,321.833333333333,499.929361676894,1175.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,397.0,1203.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1180.0,643.0,19.0,0.0,24.0,0.0,0.0,0.0,0.0,317.666666666667,467.542796615098,1203.0,0.0,3.16666666666667,7.7567175188134,19.0,0.0,311.0,495.269623538533,1180.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
